author_id,conversation_id,created_at,entities,id,lang,possibly_sensitive,public_metrics,text,withheld,uuid
217181855,1.51E+18,2022-04-01 04:42:20+00:00,"{'annotations': [{'end': 6, 'normalized_text': 'Sputnik', 'probability': 0.8746, 'start': 0, 'type': 'Organization'}, {'end': 54, 'normalized_text': 'US', 'probability': 0.5161, 'start': 53, 'type': 'Place'}, {'end': 165, 'normalized_text': 'Ukraine', 'probability': 0.9974000000000001, 'start': 159, 'type': 'Place'}], 'urls': [{'description': 'Amid its ongoing special operation in Ukraine, Russian forces discovered US-operated biolabs in the country carrying out dangerous pathogen research. While Washington initially tried to deny their existence, they later confirmed it, but...', 'display_url': 'sputniknews.com/20220331/who-a…', 'end': 283, 'expanded_url': 'https://sputniknews.com/20220331/who-are-the-americans-coordinating-bioweapons-research-in-ukraine-labs-1094370470.html', 'images': [{'height': 1165, 'url': 'https://pbs.twimg.com/news_img/1561124788109811713/qHbFduDD?format=jpg&name=orig', 'width': 2071}, {'height': 150, 'url': 'https://pbs.twimg.com/news_img/1561124788109811713/qHbFduDD?format=jpg&name=150x150', 'width': 150}], 'start': 260, 'status': 200, 'title': 'Who Are the Americans Coordinating Bioweapons Research in Ukraine Labs?', 'unwound_url': 'https://sputniknews.com/20220331/who-are-the-americans-coordinating-bioweapons-research-in-ukraine-labs-1094370470.html', 'url': 'https://t.co/05N651T6vy'}]}",1.51E+18,en,FALSE,"{'like_count': 0, 'quote_count': 0, 'reply_count': 0, 'retweet_count': 0}","Sputnik News: Several Americans - who worked for the US DTRA, Black &amp; Veatch, and Metabiota orgs - coordinated biological weapons research at bio-arms labs in Ukraine. Some Americans developed ways to infect humans with germs and viruses by using drones.

https://t.co/05N651T6vy",,00f9818a-0c20-4747-9028-b8377a15196f
67839403,1.51E+18,2022-04-01 04:10:33+00:00,"{'annotations': [{'end': 64, 'normalized_text': 'Ukraine', 'probability': 0.9481, 'start': 58, 'type': 'Place'}], 'urls': [{'description': 'Amid its ongoing special operation in Ukraine, Russian forces discovered US-operated biolabs in the country carrying out dangerous pathogen research. While Washington initially tried to deny their existence, they later confirmed it, but...', 'display_url': 'sputniknews.com/20220331/who-a…', 'end': 96, 'expanded_url': 'https://sputniknews.com/20220331/who-are-the-americans-coordinating-bioweapons-research-in-ukraine-labs-1094370470.html', 'images': [{'height': 1165, 'url': 'https://pbs.twimg.com/news_img/1561124788109811713/qHbFduDD?format=jpg&name=orig', 'width': 2071}, {'height': 150, 'url': 'https://pbs.twimg.com/news_img/1561124788109811713/qHbFduDD?format=jpg&name=150x150', 'width': 150}], 'start': 73, 'status': 200, 'title': 'Who Are the Americans Coordinating Bioweapons Research in Ukraine Labs?', 'unwound_url': 'https://sputniknews.com/20220331/who-are-the-americans-coordinating-bioweapons-research-in-ukraine-labs-1094370470.html', 'url': 'https://t.co/mRgkrEZdNJ'}, {'display_url': 'twitter.com/FlatEarthCity/…', 'end': 120, 'expanded_url': 'https://twitter.com/FlatEarthCity/status/1509744799661928465', 'start': 97, 'url': 'https://t.co/e7NGHPSQNe'}]}",1.51E+18,en,TRUE,"{'like_count': 0, 'quote_count': 0, 'reply_count': 0, 'retweet_count': 0}","Who Are the Americans Coordinating Bioweapons Research in Ukraine Labs?

https://t.co/mRgkrEZdNJ https://t.co/e7NGHPSQNe",,00f9818a-0c20-4747-9028-b8377a15196f
1.42E+18,1.51E+18,2022-04-01 03:33:20+00:00,"{'annotations': [{'end': 64, 'normalized_text': 'Ukraine', 'probability': 0.9485, 'start': 58, 'type': 'Place'}], 'urls': [{'description': 'Amid its ongoing special operation in Ukraine, Russian forces discovered US-operated biolabs in the country carrying out dangerous pathogen research. While Washington initially tried to deny their existence, they later confirmed it, but...', 'display_url': 'sputniknews.com/20220331/who-a…', 'end': 95, 'expanded_url': 'https://sputniknews.com/20220331/who-are-the-americans-coordinating-bioweapons-research-in-ukraine-labs-1094370470.html', 'images': [{'height': 1165, 'url': 'https://pbs.twimg.com/news_img/1561124788109811713/qHbFduDD?format=jpg&name=orig', 'width': 2071}, {'height': 150, 'url': 'https://pbs.twimg.com/news_img/1561124788109811713/qHbFduDD?format=jpg&name=150x150', 'width': 150}], 'start': 72, 'status': 200, 'title': 'Who Are the Americans Coordinating Bioweapons Research in Ukraine Labs?', 'unwound_url': 'https://sputniknews.com/20220331/who-are-the-americans-coordinating-bioweapons-research-in-ukraine-labs-1094370470.html', 'url': 'https://t.co/dyLXyuGUcI'}]}",1.51E+18,en,FALSE,"{'like_count': 0, 'quote_count': 0, 'reply_count': 0, 'retweet_count': 0}",Who Are the Americans Coordinating Bioweapons Research in Ukraine Labs? https://t.co/dyLXyuGUcI,,00f9818a-0c20-4747-9028-b8377a15196f
1.35E+18,1.51E+18,2022-04-01 03:09:41+00:00,"{'annotations': [{'end': 64, 'normalized_text': 'Ukraine', 'probability': 0.9485, 'start': 58, 'type': 'Place'}], 'urls': [{'description': 'Amid its ongoing special operation in Ukraine, Russian forces discovered US-operated biolabs in the country carrying out dangerous pathogen research. While Washington initially tried to deny their existence, they later confirmed it, but...', 'display_url': 'sputniknews.com/20220331/who-a…', 'end': 95, 'expanded_url': 'https://sputniknews.com/20220331/who-are-the-americans-coordinating-bioweapons-research-in-ukraine-labs-1094370470.html', 'images': [{'height': 1165, 'url': 'https://pbs.twimg.com/news_img/1561124788109811713/qHbFduDD?format=jpg&name=orig', 'width': 2071}, {'height': 150, 'url': 'https://pbs.twimg.com/news_img/1561124788109811713/qHbFduDD?format=jpg&name=150x150', 'width': 150}], 'start': 72, 'status': 200, 'title': 'Who Are the Americans Coordinating Bioweapons Research in Ukraine Labs?', 'unwound_url': 'https://sputniknews.com/20220331/who-are-the-americans-coordinating-bioweapons-research-in-ukraine-labs-1094370470.html', 'url': 'https://t.co/ICYjjJ6wd1'}]}",1.51E+18,en,FALSE,"{'like_count': 0, 'quote_count': 0, 'reply_count': 0, 'retweet_count': 0}",Who Are the Americans Coordinating Bioweapons Research in Ukraine Labs? https://t.co/ICYjjJ6wd1,,00f9818a-0c20-4747-9028-b8377a15196f
1.49E+18,1.51E+18,2022-04-01 03:03:06+00:00,"{'annotations': [{'end': 64, 'normalized_text': 'Ukraine', 'probability': 0.9475, 'start': 58, 'type': 'Place'}], 'urls': [{'description': 'Amid its ongoing special operation in Ukraine, Russian forces discovered US-operated biolabs in the country carrying out dangerous pathogen research. While Washington initially tried to deny their existence, they later confirmed it, but...', 'display_url': 'sputniknews.com/20220331/who-a…', 'end': 96, 'expanded_url': 'https://sputniknews.com/20220331/who-are-the-americans-coordinating-bioweapons-research-in-ukraine-labs-1094370470.html', 'images': [{'height': 1165, 'url': 'https://pbs.twimg.com/news_img/1561124788109811713/qHbFduDD?format=jpg&name=orig', 'width': 2071}, {'height': 150, 'url': 'https://pbs.twimg.com/news_img/1561124788109811713/qHbFduDD?format=jpg&name=150x150', 'width': 150}], 'start': 73, 'status': 200, 'title': 'Who Are the Americans Coordinating Bioweapons Research in Ukraine Labs?', 'unwound_url': 'https://sputniknews.com/20220331/who-are-the-americans-coordinating-bioweapons-research-in-ukraine-labs-1094370470.html', 'url': 'https://t.co/0f8ut4oeOy'}]}",1.51E+18,en,FALSE,"{'like_count': 0, 'quote_count': 0, 'reply_count': 0, 'retweet_count': 0}","Who Are the Americans Coordinating Bioweapons Research in Ukraine Labs?

https://t.co/0f8ut4oeOy",,00f9818a-0c20-4747-9028-b8377a15196f
320252434,1.51E+18,2022-04-01 02:38:41+00:00,"{'annotations': [{'end': 64, 'normalized_text': 'Ukraine', 'probability': 0.9485, 'start': 58, 'type': 'Place'}], 'urls': [{'description': 'Amid its ongoing special operation in Ukraine, Russian forces discovered US-operated biolabs in the country carrying out dangerous pathogen research. While Washington initially tried to deny their existence, they later confirmed it, but...', 'display_url': 'sputniknews.com/20220331/who-a…', 'end': 95, 'expanded_url': 'https://sputniknews.com/20220331/who-are-the-americans-coordinating-bioweapons-research-in-ukraine-labs-1094370470.html', 'images': [{'height': 1165, 'url': 'https://pbs.twimg.com/news_img/1561124788109811713/qHbFduDD?format=jpg&name=orig', 'width': 2071}, {'height': 150, 'url': 'https://pbs.twimg.com/news_img/1561124788109811713/qHbFduDD?format=jpg&name=150x150', 'width': 150}], 'start': 72, 'status': 200, 'title': 'Who Are the Americans Coordinating Bioweapons Research in Ukraine Labs?', 'unwound_url': 'https://sputniknews.com/20220331/who-are-the-americans-coordinating-bioweapons-research-in-ukraine-labs-1094370470.html', 'url': 'https://t.co/0PpTfhNFhK'}]}",1.51E+18,en,FALSE,"{'like_count': 0, 'quote_count': 0, 'reply_count': 0, 'retweet_count': 0}",Who Are the Americans Coordinating Bioweapons Research in Ukraine Labs? https://t.co/0PpTfhNFhK,,00f9818a-0c20-4747-9028-b8377a15196f
2706491976,1.51E+18,2022-04-01 02:20:28+00:00,"{'annotations': [{'end': 86, 'normalized_text': 'West', 'probability': 0.7771, 'start': 83, 'type': 'Place'}, {'end': 95, 'normalized_text': 'East', 'probability': 0.3532, 'start': 92, 'type': 'Place'}], 'urls': [{'description': 'Amid its ongoing special operation in Ukraine, Russian forces discovered US-operated biolabs in the country carrying out dangerous pathogen research. While Washington initially tried to deny their existence, they later confirmed it, but...', 'display_url': 'sputniknews.com/20220331/who-a…', 'end': 178, 'expanded_url': 'https://sputniknews.com/20220331/who-are-the-americans-coordinating-bioweapons-research-in-ukraine-labs-1094370470.html', 'images': [{'height': 1165, 'url': 'https://pbs.twimg.com/news_img/1561124788109811713/qHbFduDD?format=jpg&name=orig', 'width': 2071}, {'height': 150, 'url': 'https://pbs.twimg.com/news_img/1561124788109811713/qHbFduDD?format=jpg&name=150x150', 'width': 150}], 'start': 155, 'status': 200, 'title': 'Who Are the Americans Coordinating Bioweapons Research in Ukraine Labs?', 'unwound_url': 'https://sputniknews.com/20220331/who-are-the-americans-coordinating-bioweapons-research-in-ukraine-labs-1094370470.html', 'url': 'https://t.co/kHyOx5xzSt'}]}",1.51E+18,en,FALSE,"{'like_count': 2, 'quote_count': 0, 'reply_count': 0, 'retweet_count': 1}","So there is far more murkiness behind this. Will make normalcy restoration between West and East much more problematic in the years or even decades ahead!
https://t.co/kHyOx5xzSt",,00f9818a-0c20-4747-9028-b8377a15196f
2511805574,1.51E+18,2022-04-01 01:45:56+00:00,"{'annotations': [{'end': 64, 'normalized_text': 'Ukraine', 'probability': 0.9485, 'start': 58, 'type': 'Place'}], 'urls': [{'description': 'Amid its ongoing special operation in Ukraine, Russian forces discovered US-operated biolabs in the country carrying out dangerous pathogen research. While Washington initially tried to deny their existence, they later confirmed it, but...', 'display_url': 'sputniknews.com/20220331/who-a…', 'end': 95, 'expanded_url': 'https://sputniknews.com/20220331/who-are-the-americans-coordinating-bioweapons-research-in-ukraine-labs-1094370470.html', 'images': [{'height': 1165, 'url': 'https://pbs.twimg.com/news_img/1561124788109811713/qHbFduDD?format=jpg&name=orig', 'width': 2071}, {'height': 150, 'url': 'https://pbs.twimg.com/news_img/1561124788109811713/qHbFduDD?format=jpg&name=150x150', 'width': 150}], 'start': 72, 'status': 200, 'title': 'Who Are the Americans Coordinating Bioweapons Research in Ukraine Labs?', 'unwound_url': 'https://sputniknews.com/20220331/who-are-the-americans-coordinating-bioweapons-research-in-ukraine-labs-1094370470.html', 'url': 'https://t.co/SZMAQLKwQ6'}]}",1.51E+18,en,FALSE,"{'like_count': 0, 'quote_count': 0, 'reply_count': 0, 'retweet_count': 0}",Who Are the Americans Coordinating Bioweapons Research in Ukraine Labs? https://t.co/SZMAQLKwQ6,,00f9818a-0c20-4747-9028-b8377a15196f
833930173,1.51E+18,2022-04-01 00:05:04+00:00,"{'annotations': [{'end': 64, 'normalized_text': 'Ukraine', 'probability': 0.9475, 'start': 58, 'type': 'Place'}], 'urls': [{'description': 'Amid its ongoing special operation in Ukraine, Russian forces discovered US-operated biolabs in the country carrying out dangerous pathogen research. While Washington initially tried to deny their existence, they later confirmed it, but...', 'display_url': 'sputniknews.com/20220331/who-a…', 'end': 96, 'expanded_url': 'https://sputniknews.com/20220331/who-are-the-americans-coordinating-bioweapons-research-in-ukraine-labs-1094370470.html', 'images': [{'height': 1165, 'url': 'https://pbs.twimg.com/news_img/1561124788109811713/qHbFduDD?format=jpg&name=orig', 'width': 2071}, {'height': 150, 'url': 'https://pbs.twimg.com/news_img/1561124788109811713/qHbFduDD?format=jpg&name=150x150', 'width': 150}], 'start': 73, 'status': 200, 'title': 'Who Are the Americans Coordinating Bioweapons Research in Ukraine Labs?', 'unwound_url': 'https://sputniknews.com/20220331/who-are-the-americans-coordinating-bioweapons-research-in-ukraine-labs-1094370470.html', 'url': 'https://t.co/uxWtWBs4fF'}]}",1.51E+18,en,FALSE,"{'like_count': 0, 'quote_count': 0, 'reply_count': 0, 'retweet_count': 0}","Who Are the Americans Coordinating Bioweapons Research in Ukraine Labs?

https://t.co/uxWtWBs4fF",,00f9818a-0c20-4747-9028-b8377a15196f
1.31E+18,1.51E+18,2022-03-31 23:41:07+00:00,"{'annotations': [{'end': 64, 'normalized_text': 'Ukraine', 'probability': 0.9462, 'start': 58, 'type': 'Place'}], 'urls': [{'description': 'Amid its ongoing special operation in Ukraine, Russian forces discovered US-operated biolabs in the country carrying out dangerous pathogen research. While Washington initially tried to deny their existence, they later confirmed it, but...', 'display_url': 'sputniknews.com/20220331/who-a…', 'end': 95, 'expanded_url': 'https://sputniknews.com/20220331/who-are-the-americans-coordinating-bioweapons-research-in-ukraine-labs-1094370470.html', 'images': [{'height': 1165, 'url': 'https://pbs.twimg.com/news_img/1561124788109811713/qHbFduDD?format=jpg&name=orig', 'width': 2071}, {'height': 150, 'url': 'https://pbs.twimg.com/news_img/1561124788109811713/qHbFduDD?format=jpg&name=150x150', 'width': 150}], 'start': 72, 'status': 200, 'title': 'Who Are the Americans Coordinating Bioweapons Research in Ukraine Labs?', 'unwound_url': 'https://sputniknews.com/20220331/who-are-the-americans-coordinating-bioweapons-research-in-ukraine-labs-1094370470.html', 'url': 'https://t.co/eGbcRGHrSh'}]}",1.51E+18,en,FALSE,"{'like_count': 0, 'quote_count': 0, 'reply_count': 0, 'retweet_count': 0}","Who Are the Americans Coordinating Bioweapons Research in Ukraine Labs?
https://t.co/eGbcRGHrSh",,00f9818a-0c20-4747-9028-b8377a15196f
8.48E+17,1.51E+18,2022-03-31 23:25:07+00:00,"{'annotations': [{'end': 64, 'normalized_text': 'Ukraine', 'probability': 0.9475, 'start': 58, 'type': 'Place'}], 'urls': [{'description': 'Amid its ongoing special operation in Ukraine, Russian forces discovered US-operated biolabs in the country carrying out dangerous pathogen research. While Washington initially tried to deny their existence, they later confirmed it, but...', 'display_url': 'sputniknews.com/20220331/who-a…', 'end': 96, 'expanded_url': 'https://sputniknews.com/20220331/who-are-the-americans-coordinating-bioweapons-research-in-ukraine-labs-1094370470.html', 'images': [{'height': 1165, 'url': 'https://pbs.twimg.com/news_img/1561124788109811713/qHbFduDD?format=jpg&name=orig', 'width': 2071}, {'height': 150, 'url': 'https://pbs.twimg.com/news_img/1561124788109811713/qHbFduDD?format=jpg&name=150x150', 'width': 150}], 'start': 73, 'status': 200, 'title': 'Who Are the Americans Coordinating Bioweapons Research in Ukraine Labs?', 'unwound_url': 'https://sputniknews.com/20220331/who-are-the-americans-coordinating-bioweapons-research-in-ukraine-labs-1094370470.html', 'url': 'https://t.co/ewvjEFXC35'}]}",1.51E+18,en,FALSE,"{'like_count': 0, 'quote_count': 0, 'reply_count': 0, 'retweet_count': 0}","Who Are the Americans Coordinating Bioweapons Research in Ukraine Labs?

https://t.co/ewvjEFXC35",,00f9818a-0c20-4747-9028-b8377a15196f
3254737979,1.51E+18,2022-03-31 23:09:18+00:00,"{'annotations': [{'end': 58, 'normalized_text': 'EUA', 'probability': 0.9937, 'start': 56, 'type': 'Place'}, {'end': 68, 'normalized_text': 'Iraque', 'probability': 0.8846, 'start': 63, 'type': 'Place'}, {'end': 103, 'normalized_text': 'Ucrânia', 'probability': 0.9949, 'start': 97, 'type': 'Place'}, {'end': 115, 'normalized_text': 'Rússia', 'probability': 0.9974000000000001, 'start': 110, 'type': 'Place'}, {'end': 120, 'normalized_text': 'EUA', 'probability': 0.9627, 'start': 118, 'type': 'Place'}, {'end': 131, 'normalized_text': 'Alemanha', 'probability': 0.9939, 'start': 124, 'type': 'Place'}], 'urls': [{'description': 'Amid its ongoing special operation in Ukraine, Russian forces discovered US-operated biolabs in the country carrying out dangerous pathogen research. While Washington initially tried to deny their existence, they later confirmed it, but...', 'display_url': 'sputniknews.com/20220331/who-a…', 'end': 266, 'expanded_url': 'https://sputniknews.com/20220331/who-are-the-americans-coordinating-bioweapons-research-in-ukraine-labs-1094370470.html', 'images': [{'height': 1165, 'url': 'https://pbs.twimg.com/news_img/1561124788109811713/qHbFduDD?format=jpg&name=orig', 'width': 2071}, {'height': 150, 'url': 'https://pbs.twimg.com/news_img/1561124788109811713/qHbFduDD?format=jpg&name=150x150', 'width': 150}], 'start': 243, 'status': 200, 'title': 'Who Are the Americans Coordinating Bioweapons Research in Ukraine Labs?', 'unwound_url': 'https://sputniknews.com/20220331/who-are-the-americans-coordinating-bioweapons-research-in-ukraine-labs-1094370470.html', 'url': 'https://t.co/oeudp33Kpd'}]}",1.51E+18,pt,FALSE,"{'like_count': 0, 'quote_count': 0, 'reply_count': 0, 'retweet_count': 0}","As armas de destruição em massa nunca encontradas pelos EUA no Iraque estão sendo encontradas na Ucrânia pela Rússia. EUA e Alemanha aparecem promovendo laboratórios de guerra biológica. É muito grave o que está sendo apresentado pelos russos
https://t.co/oeudp33Kpd",,00f9818a-0c20-4747-9028-b8377a15196f
251754573,1.51E+18,2022-03-31 22:11:45+00:00,"{'annotations': [{'end': 64, 'normalized_text': 'Ukraine', 'probability': 0.9475, 'start': 58, 'type': 'Place'}], 'urls': [{'description': 'Amid its ongoing special operation in Ukraine, Russian forces discovered US-operated biolabs in the country carrying out dangerous pathogen research. While Washington initially tried to deny their existence, they later confirmed it, but...', 'display_url': 'sputniknews.com/20220331/who-a…', 'end': 96, 'expanded_url': 'https://sputniknews.com/20220331/who-are-the-americans-coordinating-bioweapons-research-in-ukraine-labs-1094370470.html', 'images': [{'height': 1165, 'url': 'https://pbs.twimg.com/news_img/1561124788109811713/qHbFduDD?format=jpg&name=orig', 'width': 2071}, {'height': 150, 'url': 'https://pbs.twimg.com/news_img/1561124788109811713/qHbFduDD?format=jpg&name=150x150', 'width': 150}], 'start': 73, 'status': 200, 'title': 'Who Are the Americans Coordinating Bioweapons Research in Ukraine Labs?', 'unwound_url': 'https://sputniknews.com/20220331/who-are-the-americans-coordinating-bioweapons-research-in-ukraine-labs-1094370470.html', 'url': 'https://t.co/FD3F7g75vt'}]}",1.51E+18,en,FALSE,"{'like_count': 3, 'quote_count': 0, 'reply_count': 1, 'retweet_count': 2}","Who Are the Americans Coordinating Bioweapons Research in Ukraine Labs?

https://t.co/FD3F7g75vt",,00f9818a-0c20-4747-9028-b8377a15196f
2306369394,1.51E+18,2022-03-31 21:16:13+00:00,"{'hashtags': [{'end': 19, 'start': 0, 'tag': 'McKinseyMacronGate'}], 'urls': [{'description': 'Amid its ongoing special operation in Ukraine, Russian forces discovered US-operated biolabs in the country carrying out dangerous pathogen research. While Washington initially tried to deny their existence, they later confirmed it, but...', 'display_url': 'sputniknews.com/20220331/who-a…', 'end': 44, 'expanded_url': 'https://sputniknews.com/20220331/who-are-the-americans-coordinating-bioweapons-research-in-ukraine-labs-1094370470.html', 'images': [{'height': 1165, 'url': 'https://pbs.twimg.com/news_img/1561124788109811713/qHbFduDD?format=jpg&name=orig', 'width': 2071}, {'height': 150, 'url': 'https://pbs.twimg.com/news_img/1561124788109811713/qHbFduDD?format=jpg&name=150x150', 'width': 150}], 'start': 21, 'status': 200, 'title': 'Who Are the Americans Coordinating Bioweapons Research in Ukraine Labs?', 'unwound_url': 'https://sputniknews.com/20220331/who-are-the-americans-coordinating-bioweapons-research-in-ukraine-labs-1094370470.html', 'url': 'https://t.co/vBySRPHKLx'}]}",1.51E+18,qme,FALSE,"{'like_count': 0, 'quote_count': 0, 'reply_count': 0, 'retweet_count': 0}","#McKinseyMacronGate

https://t.co/vBySRPHKLx",,00f9818a-0c20-4747-9028-b8377a15196f
1.17E+18,1.51E+18,2022-03-31 20:37:45+00:00,"{'annotations': [{'end': 171, 'normalized_text': 'Ukraine', 'probability': 0.9448000000000001, 'start': 165, 'type': 'Place'}], 'urls': [{'description': 'Amid its ongoing special operation in Ukraine, Russian forces discovered US-operated biolabs in the country carrying out dangerous pathogen research. While Washington initially tried to deny their existence, they later confirmed it, but...', 'display_url': 'sputniknews.com/20220331/who-a…', 'end': 106, 'expanded_url': 'https://sputniknews.com/20220331/who-are-the-americans-coordinating-bioweapons-research-in-ukraine-labs-1094370470.html', 'images': [{'height': 1165, 'url': 'https://pbs.twimg.com/news_img/1561124788109811713/qHbFduDD?format=jpg&name=orig', 'width': 2071}, {'height': 150, 'url': 'https://pbs.twimg.com/news_img/1561124788109811713/qHbFduDD?format=jpg&name=150x150', 'width': 150}], 'start': 83, 'status': 200, 'title': 'Who Are the Americans Coordinating Bioweapons Research in Ukraine Labs?', 'unwound_url': 'https://sputniknews.com/20220331/who-are-the-americans-coordinating-bioweapons-research-in-ukraine-labs-1094370470.html', 'url': 'https://t.co/VXpg0xVr6c'}]}",1.51E+18,en,FALSE,"{'like_count': 0, 'quote_count': 0, 'reply_count': 0, 'retweet_count': 0}","There they are folks! Some of the usual suspects. My observations and nothing more
https://t.co/VXpg0xVr6c
Who Are the Americans Coordinating Bioweapons Research in Ukraine Labs?",,00f9818a-0c20-4747-9028-b8377a15196f
34262462,1.51E+18,2022-03-31 19:56:03+00:00,"{'hashtags': [{'end': 55, 'start': 46, 'tag': 'Research'}, {'end': 67, 'start': 59, 'tag': 'Ukraine'}], 'urls': [{'description': 'Amid its ongoing special operation in Ukraine, Russian forces discovered US-operated biolabs in the country carrying out dangerous pathogen research. While Washington initially tried to deny their existence, they later confirmed it, but...', 'display_url': 'dlvr.it/SMkpTx', 'end': 97, 'expanded_url': 'http://dlvr.it/SMkpTx', 'images': [{'height': 1165, 'url': 'https://pbs.twimg.com/news_img/1561124788109811713/qHbFduDD?format=jpg&name=orig', 'width': 2071}, {'height': 150, 'url': 'https://pbs.twimg.com/news_img/1561124788109811713/qHbFduDD?format=jpg&name=150x150', 'width': 150}], 'start': 74, 'status': 200, 'title': 'Who Are the Americans Coordinating Bioweapons Research in Ukraine Labs?', 'unwound_url': 'https://sputniknews.com/20220331/who-are-the-americans-coordinating-bioweapons-research-in-ukraine-labs-1094370470.html?utm_source=dlvr.it&utm_medium=twitter', 'url': 'https://t.co/nHMvzGJMPT'}]}",1.51E+18,en,FALSE,"{'like_count': 38, 'quote_count': 0, 'reply_count': 3, 'retweet_count': 21}",Who Are the Americans Coordinating Bioweapons #Research in #Ukraine Labs? https://t.co/nHMvzGJMPT,"{'copyright': False, 'country_codes': ['AT', 'BE', 'BG', 'CY', 'CZ', 'DE', 'DK', 'EE', 'ES', 'FI', 'FR', 'GB', 'GR', 'HR', 'HU', 'IE', 'IT', 'LT', 'LU', 'LV', 'MT', 'NL', 'PL', 'PT', 'RO', 'SE', 'SI', 'SK']}",00f9818a-0c20-4747-9028-b8377a15196f
954583338,1.51E+18,2022-03-31 15:06:06+00:00,"{'annotations': [{'end': 57, 'normalized_text': 'Putin', 'probability': 0.8052, 'start': 53, 'type': 'Person'}], 'hashtags': [{'end': 98, 'start': 91, 'tag': 'RUSSIA'}], 'urls': [{'description': 'Earlier this month, Putin instructed the government and the national energy giant Gazprom to switch gas payments with the countries that had imposed sanctions against Russia to rubles by the end of March.', 'display_url': 'sputniknews.com/20220331/europ…', 'end': 122, 'expanded_url': 'https://sputniknews.com/20220331/european-gas-futures-reach-1450-per-cubic-metres-on-putins-statement-on-ruble-payments-1094360652.html', 'images': [{'height': 1165, 'url': 'https://pbs.twimg.com/news_img/1514660374808866817/M5zqZ1Lc?format=jpg&name=orig', 'width': 2071}, {'height': 150, 'url': 'https://pbs.twimg.com/news_img/1514660374808866817/M5zqZ1Lc?format=jpg&name=150x150', 'width': 150}], 'start': 99, 'status': 200, 'title': ""European Gas Futures Reach $1450 Per Thousand Cubic Metres on Putin's Statement on Ruble Payments"", 'unwound_url': 'https://sputniknews.com/20220331/european-gas-futures-reach-1450-per-cubic-metres-on-putins-statement-on-ruble-payments-1094360652.html', 'url': 'https://t.co/MCWWI9oxkN'}]}",1.51E+18,en,FALSE,"{'like_count': 0, 'quote_count': 0, 'reply_count': 0, 'retweet_count': 1}","European Gas Futures Reach $1450 Per Cubic Metres on Putin's Statement on Ruble Payments.-
#RUSSIA
https://t.co/MCWWI9oxkN",,29670888-3ac2-4198-a92c-f4dca7d8c4a6
34262462,1.51E+18,2022-03-31 13:37:04+00:00,"{'annotations': [{'end': 57, 'normalized_text': 'Putin', 'probability': 0.8102, 'start': 53, 'type': 'Person'}], 'urls': [{'description': 'Earlier this month, Putin instructed the government and the national energy giant Gazprom to switch gas payments with the countries that had imposed sanctions against Russia to rubles by the end of March.', 'display_url': 'dlvr.it/SMjjZ1', 'end': 112, 'expanded_url': 'http://dlvr.it/SMjjZ1', 'images': [{'height': 1165, 'url': 'https://pbs.twimg.com/news_img/1514660374808866817/M5zqZ1Lc?format=jpg&name=orig', 'width': 2071}, {'height': 150, 'url': 'https://pbs.twimg.com/news_img/1514660374808866817/M5zqZ1Lc?format=jpg&name=150x150', 'width': 150}], 'start': 89, 'status': 200, 'title': ""European Gas Futures Reach $1450 Per Thousand Cubic Metres on Putin's Statement on Ruble Payments"", 'unwound_url': 'https://sputniknews.com/20220331/european-gas-futures-reach-1450-per-cubic-metres-on-putins-statement-on-ruble-payments-1094360652.html?utm_source=dlvr.it&utm_medium=twitter', 'url': 'https://t.co/XHPlnCDRm6'}]}",1.51E+18,en,FALSE,"{'like_count': 36, 'quote_count': 1, 'reply_count': 7, 'retweet_count': 16}",European Gas Futures Reach $1450 Per Cubic Metres on Putin's Statement on Ruble Payments https://t.co/XHPlnCDRm6,"{'copyright': False, 'country_codes': ['AT', 'BE', 'BG', 'CY', 'CZ', 'DE', 'DK', 'EE', 'ES', 'FI', 'FR', 'GB', 'GR', 'HR', 'HU', 'IE', 'IT', 'LT', 'LU', 'LV', 'MT', 'NL', 'PL', 'PT', 'RO', 'SE', 'SI', 'SK']}",29670888-3ac2-4198-a92c-f4dca7d8c4a6
